x,y,id
-37.810202662301535,144.95366118637361,84
-37.810277377257144,144.9535853620697,85
-37.810353290848411,144.95352652081144,86
-37.810435197617934,144.95349575152866,87
-37.810508913710507,144.95348456269858,88
-37.810585526505903,144.953482864394,89
-37.810630375456533,144.9534870602053,90
-37.8106690314563,144.95350334394908,91
-37.810964694917018,144.9537438038958,92
-37.811247672817089,144.95398306503927,93
-37.810756431972557,144.95453421482159,94
-37.810656246009344,144.95465519404695,95
-37.81055106573092,144.95478346599191,96
-37.810532486878316,144.95485469488349,97
-37.821326700352195,144.95756179236406,98
-37.821408707008025,144.95757827590842,99
-37.821452656981918,144.95758976443932,100
-37.821506395813621,144.95758796623448,101
-37.821602386552051,144.95756219196517,102
-37.821640543120303,144.9575429112133,103
-37.821672207078755,144.95750734671765,104
-37.821720352277431,144.95743571822501,105
-37.821861391739098,144.95722572786025,106
-37.821876874116263,144.95720305049926,107
-37.821912733299506,144.95715050295794,108
-37.822018712668367,144.95694340970095,109
-37.822142072254174,144.9566833693016,110
-37.822190716884371,144.95657617631332,111
-37.822252746279339,144.95644011214739,112
-37.822259338775424,144.95640814406141,113
-37.822262834796071,144.95636458754427,114
-37.822249350144986,144.95627108089278,115
-37.82216564542199,144.95605769391889,116
-37.822073150704206,144.95588296834899,117
-37.822024905619237,144.95584590534929,118
-37.821972665082086,144.95582722399905,119
-37.82196037906666,144.95581004115283,120
-37.822206598806744,144.95598536612437,121
-37.822251048212159,144.95592642496587,122
-37.822273222971717,144.95585939188558,123
-37.822292001596928,144.95579785332006,124
-37.822284210465192,144.95624031161003,125
-37.822347338609504,144.95600544607836,126
-37.822271025473022,144.95596558587118,127
-37.820657961544924,144.95898447209029,128
-37.820638184056676,144.95897847807416,129
-37.8205388970702,144.95893751896404,130
-37.820486057215227,144.95905250417326,131
-37.820241535542308,144.9591197370541,132
-37.820160028318,144.95917528160348,133
-37.819959956050496,144.95986369435491,134
-37.819916105962911,144.95998127697115,135
-37.819875951668585,144.96012393455482,136
-37.819831002831648,144.9602904683027,137
-37.820941838421739,144.95481633318033,138
-37.820997175434321,144.95457777133873,139
-37.821106151392307,144.95410354476331,140
-37.821044521542554,144.95405649173676,141
-37.822242358103694,144.95676388891818,142
-37.822196410403713,144.95672672601822,143
-37.822176133483943,144.95670844426905,144
-37.821877773093007,144.95559295786899,145
-37.821874177186046,144.95561183901978,146
-37.821961078270789,144.95572672432877,147
-37.821793868597396,144.95597197948837,148
-37.821763603047195,144.95601343809986,149
-37.82174202760546,144.95605499661164,150
-37.82171665648417,144.95613941233867,151
-37.821691285362881,144.95624670522722,152
-37.821584506903591,144.95690644660155,153
-37.82155444112599,144.9570384148565,154
-37.821509192630145,144.95717108241328,155
-37.821473333446903,144.95726179185723,156
-37.821444266532353,144.95731463909937,157
-37.821371349530217,144.95743931463468,158
-37.821302128321342,144.95763721706695,159
-37.821287145375692,144.95775130317375,160
-37.822494171476819,144.95550065002072,161
-37.822556600417009,144.9555046460315,162
-37.822651192747173,144.95554610464302,163
-37.82290130805314,144.95565969124848,164
-37.823237225694491,144.95581074045472,165
-37.82360680502039,144.95597607539938,166
-37.823210256392329,144.95590015119518,167
-37.822875737159237,144.95574490617764,168
-37.822626620716321,144.95562932156682,169
-37.824361845594574,144.95234520013435,170
-37.82363067784712,144.95597887260689,171
-37.823693106787303,144.95599096053942,172
-37.824520864591008,144.95638836380823,173
-37.824541441169693,144.95650784452954,174
-37.824542739691651,144.95651533704969,175
-37.824943982976009,144.95669206062499,176
-37.825125776049838,144.95668346920189,177
-37.822133581918308,144.95358745997532,178
-37.822287906258452,144.95367447310934,179
-37.822499165792038,144.95303561089116,180
-37.822607642318502,144.95267896693198,181
-37.822607642318502,144.95263630951726,182
-37.822412064934689,144.95254470097089,183
-37.819788651038628,144.96134601454156,184
-37.819787652175584,144.96136639419635,185
-37.819784256041238,144.96143432637905,186
-37.81977836274929,144.96154641448052,187
-37.819774666956029,144.9616220389839,188
-37.821656225270075,144.96149067013059,189
-37.821638545394215,144.96142643425782,190
-37.821630454603564,144.96137948113156,191
-37.821627857559648,144.96134391663588,192
-37.821627458014433,144.96134191863052,193
-37.821621664608791,144.96130645403514,194
-37.821621065290962,144.96130435612952,195
-37.821615171999007,144.96127398644782,196
-37.821605383141183,144.96122253780945,197
-37.821591099399669,144.96114701320636,198
-37.821542354883171,144.96116139884504,199
-37.82145845038756,144.96117918109286,200
-37.819747997312781,144.96134861194852,201
-37.819731316299958,144.96134061992703,202
-37.819454331578143,144.96121784249684,203
-37.819421868529254,144.96120605426512,204
-37.819433355454244,144.96115970054046,205
-37.819442744766846,144.96112213803946,206
-37.819455829872709,144.96106779229328,207
-37.819476206678786,144.96098817177912,208
-37.818360976091306,144.96483523122558,209
-37.818299146468945,144.96487499153253,210
-37.81827217716679,144.96489207447848,211
-37.818220036515946,144.96492494166688,212
-37.818187473580743,144.9649452214214,213
-37.818113557715563,144.9649914752458,214
-37.81808978477514,144.96500626048558,215
-37.818036944920166,144.96504142538012,216
-37.818122847141865,144.96474222407548,217
-37.818153512237281,144.9648384280342,218
-37.818539273144481,144.96420945594261,219
-37.81849772044189,144.96419207329586,220
-37.818443681951265,144.96416679852788,221
-37.818414115605194,144.96415580949835,222
-37.818356081662401,144.96412953572766,223
-37.81831263112003,144.96411195328039,224
-37.819164261750466,144.9654992683115,225
-37.81913559438113,144.96548598157577,226
-37.819116615983312,144.96554222542704,227
-37.819102831673327,144.96559317456405,228
-37.819091144975722,144.96566420365508,229
-37.819067871466821,144.96565880904055,230
-37.819085851001596,144.96553962802003,231
-37.819078459415074,144.9655302373948,232
-37.818434991842793,144.96562474304895,233
-37.818563145971211,144.96569767024511,234
-37.81870917974809,144.96576330472161,235
-37.818816058093688,144.96581425385861,236
-37.812159435002712,144.96666320634182,237
-37.81217022272358,144.9666678017542,238
-37.813063605829214,144.96591894934019,239
-37.812922866026462,144.96585301516285,240
-37.810968290823972,144.96317568796235,241
-37.810877094628147,144.96313422935086,242
-37.815669939167236,144.96394701793679,243
-37.81566464519311,144.96397129370209,244
-37.814159158814746,144.96389966520945,245
-37.814195517429503,144.96391375114735,246
-37.814759375617264,144.96353492932849,247
-37.814753082780094,144.96356529901018,248
-37.818869896811705,144.96648818107113,249
-37.818846922961711,144.96660376568198,250
-37.818681910787014,144.96648588336495,251
-37.818700789298525,144.96640766145455,252
-37.818719967468951,144.96632784113987,253
-37.818090384092969,144.96612404459179,254
-37.818066011834716,144.96621255622983,255
-37.818565043810985,144.96634302598073,256
-37.818402428907589,144.96626560327252,257
-37.81827916920809,144.96620696181478,258
-37.818006579483665,144.96608788069454,259
-37.81779661847203,144.96600915928281,260
-37.816691676173896,144.96043712189712,261
-37.816808443263618,144.96048887023628,262
-37.817103807065422,144.96061983948852,263
-37.817146558403664,144.96063702233474,264
-37.817838470833529,144.96586690130022,265
-37.817810003236808,144.96585381436503,266
-37.820765439208344,144.94847826053442,267
-37.820736771839016,144.94856986908079,268
-37.820593934423876,144.94845258616536,269
-37.820585943519525,144.94845198676373,270
-37.820577652956274,144.94848155724327,271
-37.820553480470629,144.94857036858212,272
-37.820522515716299,144.94867566346531,273
-37.820502938000658,144.94874199724373,274
-37.820570660914967,144.94879494438609,275
-37.820606420211909,144.94882171765812,276
-37.820634987694937,144.94884139801107,277
-37.820679736759267,144.94887826121021,278
-37.820709203219032,144.94890013936902,279
-37.820725085141412,144.94889204744726,280
-37.820743663994008,144.94882701237233,281
-37.820774528862039,144.94872071848647,282
-37.820792308624206,144.94865358550595,283
-37.820801797823115,144.94862481422857,284
-37.820760544779439,144.94858795102942,285
-37.820718093100112,144.94855198693267,286
-37.820688626640347,144.94853170717815,287
-37.820652068252969,144.94850023859351,288
-37.820954224323472,144.94874469455095,289
-37.82137114975761,144.9490715682301,290
-37.822134281122445,144.94968205877194,291
-37.822233268449999,144.94975768327535,292
-37.822261736046727,144.94977996103526,293
-37.822298494206699,144.94980993111588,294
-37.819407185242518,144.95262601978959,295
-37.819446740219021,144.95264609974359,296
-37.819472111340311,144.95265838747665,297
-37.81949488541769,144.95266947640647,298
-37.819522454037674,144.95268266324192,299
-37.819550122543966,144.95269535057605,300
-37.819574095256996,144.95270623970535,301
-37.819611352848504,144.95272452145451,302
-37.819564106626565,144.95264659924493,303
-37.819485595991395,144.95260943634497,304
-37.819623039546101,144.95211423071316,305
-37.819643616124793,144.95204190291864,306
-37.81970015177302,144.95215149351338,307
-37.819719329943446,144.95208206282666,308
-37.819726721529968,144.95205459025274,309
-37.819701350408671,144.95204320162213,310
-37.819673282357165,144.95202911568424,311
-37.819650508279786,144.95201842635549,312
-37.81961814511719,144.95203061418829,313
-37.819575393778955,144.95200903573024,314
-37.820216663852541,144.95062911331902,315
-37.820176309785602,144.95060983256715,316
-37.820148940938232,144.95059624613063,317
-37.820140450602359,144.95062571670988,318
-37.820116178230414,144.95061392847819,319
-37.820087810519993,144.95060084154298,320
-37.820063238489141,144.95059025211449,321
-37.820071728825006,144.95056138093685,322
-37.820046757248932,144.95054979250568,323
-37.820008700566994,144.9505319103576,324
-37.820283887335329,144.94954519540386,325
-37.820159528886485,144.94999115020326,326
-37.820151537982134,144.9500196217798,327
-37.820089708359781,144.95024120057573,328
-37.819930289818124,144.95079914357629,329
-37.819732115390394,144.9514749688939,330
-37.819784355927546,144.95211483011477,331
-37.820274098477512,144.9504256164717,332
-37.820326339014656,144.95024070107439,333
-37.820494947096314,144.94964369706878,334
-37.820379778187458,144.94919354645813,335
-37.811866168813296,144.95581553566763,336
-37.811846291438741,144.95579935182408,337
-37.811835004286358,144.95578916199671,338
-37.811827812472451,144.95577647466257,339
-37.811690668576645,144.95553161910402,340
-37.811471917570238,144.95508726270896,341
-37.811394705457019,144.95485769189153,342
-37.811326183452266,144.95380104674976,343
-37.819711738584317,144.94868615299353,344
-37.819149079032215,144.94865738171615,345
-37.818754727902849,144.94864639268661,346
-37.818588117547279,144.94867136775378,347
-37.818494524080158,144.94866697214195,348
-37.8183839499413,144.94865138770001,349
-37.818339300763277,144.94864489418256,350
-37.818316726458505,144.94863880026617,351
-37.820320745381622,144.95777857594709,352
-37.82034052286987,144.9577132411714,353
-37.820064437124792,144.95832842702589,354
-37.820059342923273,144.95834321226567,355
-37.820063538148055,144.95834600947319,356
-37.820072328142835,144.95834920628181,357
-37.82009560165173,144.95833452094229,358
-37.820133558447367,144.95831334208535,359
-37.820140950033888,144.95831563979149,360
-37.820155932979532,144.95832303241139,361
-37.820174012400607,144.95827767768941,362
-37.820265508255346,144.9576768774736,363
-37.820211369878415,144.95784061401395,364
-37.820832662691146,144.95513071932584,365
-37.820842551435263,144.95510234764956,366
-37.820844349388743,144.95507087906489,367
-37.820869920282639,144.9549716780981,368
-37.820880907776115,144.95492752217936,369
-37.820891995155897,144.95488566396679,370
-37.812588147020762,144.95116417915804,371
-37.813067401508775,144.9513907529674,372
-37.813391432679914,144.95149594795032,373
-37.813387337341439,144.95143390988346,374
-37.813383142116663,144.95136038328573,375
-37.824136002660559,144.9490673724188,376
-37.824102740521219,144.94861951951432,377
-37.823350896308774,144.95335269434392,378
-37.823370474024422,144.95316648024311,379
-37.823323927006619,144.95297087551705,380
-37.82325190898122,144.95287447175778,381
-37.823200367648198,144.95283131484172,382
-37.823192476630162,144.95186477974227,383
-37.823165107782785,144.95174320111531,384
-37.822666575238038,144.95547957106405,385
-37.822736695423657,144.95546168891596,386
-37.822791233345804,144.95544280776519,387
-37.822852463650335,144.95541223828297,388
-37.822912595205523,144.95536178864728,389
-37.822958343132889,144.9553056446963,390
-37.822990806181785,144.95524490533293,391
-37.82301308082765,144.95517847165428,392
-37.823022470140245,144.95509765233692,393
-37.823019273778506,144.95500564418944,394
-37.823010184124819,144.95494590382879,395
-37.82299550083809,144.95488756207189,396
-37.822965435060496,144.95480494454969,397
-37.822943260300946,144.95475109830485,398
-37.823012181850906,144.95451962938233,399
-37.823070415566313,144.95448286608345,400
-37.823181089591472,144.95412112721058,401
-37.823156617446919,144.95401673142985,402
-37.81009308702572,144.95381563218896,403
-37.809945954499483,144.95400034778575,404
-37.809652688310074,144.95425069785907,405
-37.809412461748238,144.95446318573053,406
-37.809372107681298,144.95449155740687,407
-37.809320166803069,144.95452792110467,408
-37.809166341894446,144.95463571349455,409
-37.809098219434915,144.9546779713082,410
-37.809024902887565,144.95471233700061,411
-37.808705166827508,144.95482352599967,412
-37.808657820719269,144.95482332619912,413
-37.81012744791439,144.95557457621956,414
-37.810135338932433,144.95555000075348,415
-37.810141631769604,144.95553032040056,416
-37.810147824720474,144.95551083984816,417
-37.810219942632173,144.95519895120935,418
-37.811476712112842,144.95456108799385,419
-37.811669492680132,144.95448486408887,420
-37.811957664668036,144.95432342525467,421
-37.812113487302732,144.95421153695375,422
-37.812214172697466,144.95413930905949,423
-37.812312360934591,144.95402252564543,424
-37.812326844448712,144.95401193621694,425
-37.81738608576137,144.96583493321427,426
-37.818308535781554,144.96515710989127,427
-37.818569738467289,144.96527748971502,428
-37.818632966497908,144.96530676049375,429
-37.818676816585494,144.96532714014856,430
-37.818808067189337,144.96539147592156,431
-37.818856611933228,144.96541405338232,432
-37.81890825315255,144.96543812934706,433
-37.818957197441662,144.96546020730645,434
-37.819042200686617,144.96549846910935,435
-37.819083553616593,144.96551045714159,436
-37.818264885466576,144.9652275395807,437
-37.818278070458739,144.9652341329984,438
-37.818349888711531,144.96527009709516,439
-37.818396435729333,144.96529347375801,440
-37.818008377437138,144.96610706154613,441
-37.818021662315608,144.96611355506357,442
-37.818095877839703,144.96614941926003,443
-37.818737347685904,144.95328596096448,444
-37.818757424833066,144.9533008461045,445
-37.818696893732657,144.95353790944208,446
-37.818737347685904,144.95355179557941,447
-37.816015545780104,144.96526530188225,448
-37.815990674090337,144.96525381335135,449
-37.821253283918537,144.95494150821696,450
-37.821270164703961,144.95493751220621,451
-37.821417796661713,144.95486208750336,452
-37.821445265395397,144.95481133816688,453
-37.821490414004941,144.95493791180729,454
-37.82150959217536,144.95497197779892,455
-37.821528670459486,144.95499695286608,456
-37.821561533053604,144.95502472514076,457
-37.821639644143559,144.95506498494908,458
-37.821683793890053,144.95508336659847,459
-37.821717755233514,144.95510644356054,460
-37.821778885651753,144.95516738272445,461
-37.821822935511946,144.95519275739269,462
-37.821909037506245,144.95523801221438,463
-37.822226875726521,144.95538066979807,464
-37.822527833161374,144.95558356724376,465
-37.815604213979015,144.95264699884601,466
-37.815581539787935,144.95272272324965,467
-37.815576645359023,144.95274450150825,468
-37.815488245979722,144.95304450201508,469
-37.823578337423662,144.95607078085411,470
-37.823641265795366,144.95603651506192,471
-37.823653352038185,144.95602812343935,472
-37.823674028503177,144.95601373780067,473
-37.823551567894114,144.95616338840313,474
-37.823742450621623,144.95625289904388,475
-37.823521901661735,144.95626568627827,476
-37.823686114745996,144.95634520689214,477
-37.818072104899279,144.9648900764731,478
-37.8180492309356,144.96488308345428,479
-37.818132336340774,144.96492294366149,480
-37.813520685557677,144.9515581858177,481
-37.813311623522779,144.9514586851501,482
-37.817175725204514,144.95303421228738,483
-37.817147457380408,144.95312152512221,484
-37.817127679892153,144.95318236438584,485
-37.817759260994222,144.9518296148477,486
-37.817738484642923,144.95187816637826,487
-37.817719606131419,144.95192062399246,488
-37.817671560819051,144.95205668815839,489
-37.817640995609935,144.95212841655129,490
-37.817626911641028,144.95216348154563,491
-37.817582162576706,144.95228266256615,492
-37.817561885656929,144.95232721808597,493
-37.817542407827588,144.95236607929047,494
-37.822419656293818,144.95297507132835,495
-37.822497767383773,144.95300604041162,496
-37.815142439594247,144.96623163718115,497
-37.81515122958902,144.96619667208711,498
-37.823170301870611,144.95085518762701,499
-37.823173498232343,144.95074479783014,500
-37.823033757292635,144.94942931109222,501
-37.812820582450854,144.96294661664626,502
-37.812759751691537,144.9628839791778,503
-37.812645581645725,144.96276639656159,504
-37.811278637571419,144.96370995459921,505
-37.811282133592073,144.96369546906027,506
-37.821712561145695,144.95551024044656,507
-37.821592997239456,144.9557371139567,508
-37.821553941694468,144.95590504630835,509
-37.821535262955571,144.95621913275306,510
-37.821519680692099,144.95642053169473,511
-37.821490014459719,144.95664570690033,512
-37.821391726336294,144.95708227107446,513
-37.821345079432184,144.95723361998148,514
-37.821248289603318,144.95747078321932,515
-37.821151499774459,144.9577078465569,516
-37.821143009438593,144.95772363079934,517
-37.821139113872725,144.95773372072648,518
-37.821130423764245,144.95776508941083,519
-37.821115940250124,144.95781703755054,520
-37.821079481749059,144.95794650829876,521
-37.821064199144509,144.95800245244922,522
-37.821048516994729,144.95805919580181,523
-37.821323104445241,144.9561874643679,524
-37.821120235361214,144.9570644888266,525
-37.820209571924941,144.96015790064615,526
-37.82022435509797,144.960175682894,527
-37.810816463641437,144.9478959418683,528
-37.810852222938372,144.94779624140014,529
-37.810887682576407,144.94770643105861,530
-37.810123752121136,144.96412354171153,531
-37.810107970085056,144.96418188346846,532
-37.810078203966377,144.9642812842358,533
-37.81025170647694,144.96451075515293,534
-37.810508913710507,144.96438178390608,535
-37.809796924133479,144.96426530019281,536
-37.809755571203496,144.96416360171929,537
-37.809821795823247,144.96432004554003,538
-37.809892515326688,144.96451155435511,539
-37.809997495832505,144.96455021575906,540
-37.810107970085056,144.9645908751684,541
-37.810172496637634,144.96455481117141,542
-37.810061822612468,144.96433453107898,543
-37.810058726137036,144.96435081482278,544
-37.810059025795951,144.96441135438562,545
-37.810066217609858,144.96440546026977,546
-37.810071611470292,144.96439686884665,547
-37.810074408286816,144.96438647921872,548
-37.810074308400509,144.96437549018916,549
-37.810071411697685,144.96436520046149,550
-37.810066017837251,144.96435670893865,551
-37.810050435573778,144.96434841721631,552
-37.81004204512422,144.96434941621905,553
-37.810034353878791,144.96435381183085,554
-37.810028160927928,144.96436120445071,555
-37.810024265362053,144.96437059507599,556
-37.810022866953801,144.96438108460421,557
-37.810024165475753,144.96439167403267,558
-37.810028160927928,144.96440116455821,559
-37.810034253992491,144.96440845727781,560
-37.810041945237913,144.96441285288964,561
-37.810050535460086,144.96441395179258,562
-37.810022966840094,144.96446979604278,563
-37.80998820640621,144.96458727875876,564
-37.816137906502874,144.96473832796499,565
-37.816172666936765,144.96475081549858,566
-37.81649629856269,144.96488438215778,567
-37.816557428980914,144.96488438215778,568
-37.816678391295426,144.96494202461284,569
-37.816965864079194,144.9650903765118,570
-37.816454546087492,144.96532264463644,571
-37.816579903399386,144.96523732980702,572
-37.81663464109414,144.96504871809978,573
-37.816510182758989,144.96499277394932,574
-37.815794896933916,144.96515860839529,575
-37.815774420241532,144.9651491178698,576
-37.824536047309266,144.95290653974402,577
-37.824641427360298,144.95282542072587,578
-37.817375298040503,144.96583003810107,579
-37.81735072600965,144.96582044767527,580
-37.81738438769419,144.96579767041405,581
-37.815302257681118,144.965445921568,582
-37.81553259549883,144.96555001764798,583
-37.815546279922515,144.96567019767119,584
-37.815620495446609,144.96570496296471,585
-37.815663446557458,144.96572943853053,586
-37.820169517516916,144.96506829855244,587
-37.82015733138779,144.96506460224248,588
-37.819886939162053,144.96498238432136,589
-37.819866862014891,144.96503862817264,590
-37.819835098170124,144.96508158528815,591
-37.819406785697304,144.96516330370793,592
-37.819419870803159,144.96520965743258,593
-37.819244270680208,144.96515551148698,594
-37.819211707745012,144.96514172524988,595
-37.811131005613667,144.96584642174514,596
-37.811186842057772,144.96587339481769,597
-37.811283631886639,144.96591954874182,598
-37.81134486219117,144.96594752081705,599
-37.811803340327891,144.96354242184864,600
-37.811855480978735,144.9635680962177,601
-37.811951971148687,144.9636134509397,602
-37.812020493153433,144.9636450194246,603
-37.818945910289273,144.95309884776125,604
-37.819013333544667,144.95283201414361,605
-37.818443582064958,144.95345359361528,606
-37.818266383761134,144.95331922775392,607
-37.817474684913279,144.95271862733867,608
-37.817470889233718,144.95272931666739,609
-37.817443320613727,144.9528189272084,610
-37.817346231125953,144.95313451215713,611
-37.817329150567915,144.95318995680626,612
-37.81732355693488,144.95320793885463,613
-37.817306376490542,144.95326368320454,614
-37.81869159975853,144.95325209477338,615
-37.818691999303745,144.95318885790331,616
-37.818714573608517,144.9532048419463,617
-37.818781896977612,144.95300014629578,618
-37.818805570031735,144.95301722924174,619
-37.818885179416256,144.95278326281249,620
-37.818911349627982,144.95279934675574,621
-37.818591813340539,144.95339934776942,622
-37.818614687304226,144.95340743969118,623
-37.818933224728625,144.95275429173455,624
-37.818976775157303,144.95278166440818,625
-37.818917542578852,144.95308735923032,626
-37.818906555085377,144.95313061604668,627
-37.818904157814075,144.95308196461582,628
-37.818893270206907,144.95312522143217,629
-37.818891871798648,144.95307696960239,630
-37.81888098419148,144.95312002661819,631
-37.81881645763891,144.95337237469684,632
-37.818831340698246,144.95331393303968,633
-37.818840230579326,144.95328116575158,634
-37.818829442858458,144.95337766941111,635
-37.818844226031501,144.95331932765421,636
-37.818852516594752,144.953286160765,637
-37.818842328191714,144.95338296412535,638
-37.818857211251057,144.95332472226872,639
-37.818865801473223,144.9532916552798,640
-37.818793883334138,144.95357347393772,641
-37.818803272646733,144.95353651083832,642
-37.818780898114575,144.95356847892427,643
-37.818790387313477,144.95353131602434,644
-37.818767813008712,144.95356348391084,645
-37.818777402093922,144.9535260213101,646
-37.819102931559627,144.95268026563548,647
-37.81887299328713,144.95306937718198,648
-37.818850518868665,144.95310773888514,649
-37.819044997503134,144.95244879671296,650
-37.81901483183924,144.95256667902999,651
-37.819002146278592,144.9525621835179,652
-37.818964289369262,144.95254899668245,653
-37.819129601202874,144.95212192303384,654
-37.819084852138552,144.9520844604331,655
-37.819194227641752,144.95187207246187,656
-37.819232883641519,144.95189035421106,657
-37.819169355951985,144.9521342107669,658
-37.819073764758777,144.95233750781367,659
-37.819028915808147,144.95230004521289,660
-37.819147780510256,144.95184150297968,661
-37.819083054185079,144.95246647906049,662
-37.819122808934182,144.95248486070994,663
-37.819254858628469,144.95184440008748,664
-37.819193128892408,144.95209005484813,665
-37.818959195167743,144.952049095738,666
-37.818982468676644,144.95199734739879,667
-37.819008439115763,144.95194190274967,668
-37.819099235766366,144.95173730699946,669
-37.819077560438338,144.95178735703405,670
-37.819056084882909,144.95183680766706,671
-37.819132897450913,144.95230204321825,672
-37.819122509275275,144.95231752775993,673
-37.819114718143531,144.95234510023406,674
-37.81905079090879,144.95256687883051,675
-37.819045896479878,144.95260933644471,676
-37.818879485896915,144.9522203247985,677
-37.818893070434299,144.95219365142677,678
-37.818918241782981,144.952136108872,679
-37.818834736832585,144.9523928525625,680
-37.818817456501947,144.95242681865383,681
-37.818796180719133,144.95246827726535,682
-37.818823949111724,144.95358476266807,683
-37.818865701586915,144.9534166305159,684
-37.818831940016068,144.953180566181,685
-37.818837533649109,144.95315858812188,686
-37.818786192088702,144.95336008696381,687
-37.818801175034345,144.95330134560584,688
-37.818820153432156,144.95322701980595,689
-37.818769011644363,144.95342751964517,690
-37.818774705163705,144.953405141985,691
-37.819402290813606,144.95279185423558,692
-37.819365232994713,144.95278016590416,693
-37.819281827930624,144.95275349253239,694
-37.818885878620385,144.95333671030096,695
-37.818879485896915,144.95336198506894,696
-37.818871195333656,144.95339475235704,697
-37.818895068160387,144.95390524273,698
-37.818911449514289,144.95384340446367,699
-37.818757225060452,144.95347387336986,700
-37.818878786692785,144.95333371329289,701
-37.819261750783461,144.95274500100959,702
-37.819147380965042,144.95249535023817,703
-37.823989069906936,144.96422583958667,704
-37.824018536366701,144.96426589959441,705
-37.824080565761669,144.96434661901151,706
-37.824161273895541,144.96446140442023,707
-37.825819286660568,144.96209886296629,708
-37.82463043986683,144.96346300113507,709
-37.82432938254567,144.96304761581791,710
-37.824007149328011,144.96260605663034,711
-37.824019735002352,144.96259147119113,712
-37.825188504648935,144.96123912125404,713
-37.809648692857898,144.95522003016603,714
-37.809670268299627,144.95518636377548,715
-37.809735993487855,144.95506758235604,716
-37.809760165973493,144.95503381606522,717
-37.809766658583271,144.95503761227542,718
-37.809631812072467,144.95528056972884,719
-37.809635507865728,144.95526678349177,720
-37.811295018925328,144.9540018462898,721
-37.81134226514726,144.95401713103092,722
-37.811426569188086,144.95404250569916,723
-37.811490796081749,144.95406408415718,724
-37.811569106944319,144.95408446381199,725
-37.811644421217757,144.95410224605982,726
-37.811753896607264,144.95413021813505,727
-37.811840198374178,144.95414550287614,728
-37.811949673763692,144.9541657826307,729
-37.812055053814717,144.95418236607529,730
-37.818630169681384,144.96531695032118,731
-37.81885451432084,144.96542314430678,732
-37.819180343445453,144.96512943751685,733
-37.819153474029605,144.965177089945,734
-37.819133097223528,144.96520156551082,735
